,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
4364,4365,H33778,302.1,310.1,1615,29.9,176,No Failure
4365,4366,L51545,302.0,310.0,1449,48.8,181,No Failure
4366,4367,L51546,302.0,309.9,1388,51.4,183,No Failure
4367,4368,H33781,302.0,309.9,1447,42.8,185,No Failure
4368,4369,L51548,302.0,310.0,1664,28.6,190,No Failure
4369,4370,H33783,302.0,309.9,1735,27.2,192,No Failure
4370,4371,L51550,302.0,309.9,1308,57.6,197,Heat Dissipation Failure
4371,4372,L51551,302.0,309.8,1480,40.0,199,No Failure
4372,4373,M19232,301.9,309.6,1439,41.7,201,No Failure
4373,4374,M19233,301.9,309.7,1533,35.9,204,No Failure
4374,4375,L51554,302.0,309.7,1551,34.8,207,No Failure
4375,4376,L51555,302.0,309.7,1414,36.3,209,No Failure
4376,4377,M19236,301.9,309.6,1551,34.6,211,No Failure
4377,4378,M19237,301.8,309.6,1436,49.0,214,No Failure
4378,4379,M19238,301.9,309.6,1385,45.8,217,No Failure
4379,4380,M19239,301.8,309.5,1732,30.1,220,No Failure
4380,4381,L51560,301.9,309.6,1410,49.0,223,No Failure
4381,4382,L51561,301.9,309.6,1446,43.2,225,No Failure
4382,4383,L51562,301.8,309.5,1525,39.6,227,No Failure
4383,4384,L51563,301.7,309.5,1298,65.5,229,Heat Dissipation Failure
4384,4385,L51564,301.8,309.6,1443,42.7,231,No Failure
4385,4386,L51565,301.8,309.7,1442,45.3,233,Tool Wear Failure
4386,4387,L51566,301.9,309.7,1719,31.9,0,No Failure
4387,4388,L51567,302.0,309.8,1532,39.4,2,No Failure
4388,4389,L51568,302.0,309.8,1701,27.2,4,No Failure
4389,4390,M19249,302.1,310.0,1355,45.1,6,Heat Dissipation Failure
4390,4391,M19250,302.2,310.1,1421,45.4,9,No Failure
4391,4392,M19251,302.2,310.1,1368,51.6,12,Heat Dissipation Failure
4392,4393,L51572,302.2,310.1,1458,45.1,15,No Failure
4393,4394,M19253,302.2,310.1,1572,34.6,17,No Failure
4394,4395,L51574,302.2,310.0,1483,48.7,20,No Failure
4395,4396,L51575,302.3,310.1,1513,40.4,22,No Failure
4396,4397,H33810,302.3,310.1,1383,42.9,24,No Failure
4397,4398,L51577,302.4,310.2,1539,37.7,29,No Failure
4398,4399,M19258,302.3,310.1,1563,37.8,31,No Failure
4399,4400,L51579,302.3,310.1,1653,29.7,34,No Failure
4400,4401,L51580,302.3,310.1,1353,50.9,36,Heat Dissipation Failure
4401,4402,H33815,302.2,310.0,1468,43.6,38,No Failure
4402,4403,H33816,302.3,310.2,1506,33.8,43,No Failure
4403,4404,L51583,302.3,310.1,1388,49.9,48,No Failure
4404,4405,M19264,302.4,310.2,1485,45.9,50,No Failure
4405,4406,L51585,302.4,310.2,1331,45.5,53,Heat Dissipation Failure
4406,4407,L51586,302.5,310.3,1326,58.5,55,Heat Dissipation Failure
4407,4408,L51587,302.3,310.2,1394,55.4,57,No Failure
4408,4409,L51588,302.4,310.1,2009,18.9,59,No Failure
4409,4410,M19269,302.4,310.1,1358,54.6,61,Heat Dissipation Failure
4410,4411,L51590,302.5,310.2,1586,32.2,64,No Failure
4411,4412,L51591,302.5,310.3,1688,31.6,66,No Failure
4412,4413,L51592,302.6,310.5,1450,43.2,68,No Failure
4413,4414,M19273,302.7,310.5,1398,47.3,70,No Failure
4414,4415,L51594,302.7,310.5,1520,39.3,73,No Failure
4415,4416,L51595,302.6,310.4,1514,42.7,75,No Failure
4416,4417,M19276,302.6,310.4,1532,36.1,77,No Failure
4417,4418,L51597,302.6,310.4,1365,66.8,80,Power Failure
4418,4419,L51598,302.6,310.3,1642,33.2,82,No Failure
4419,4420,M19279,302.6,310.2,2676,10.8,84,Power Failure
4420,4421,H33834,302.6,310.2,1873,21.3,87,No Failure
4421,4422,L51601,302.6,310.2,1325,62.4,92,Heat Dissipation Failure
4422,4423,M19282,302.6,310.2,2157,17.2,94,No Failure
4423,4424,M19283,302.6,310.2,1563,39.0,97,No Failure
4424,4425,M19284,302.6,310.2,1631,31.0,100,No Failure
4425,4426,L51605,302.5,310.2,1547,36.9,103,No Failure
4426,4427,L51606,302.6,310.3,1479,40.4,105,No Failure
4427,4428,M19287,302.4,310.1,1379,48.9,107,Heat Dissipation Failure
4428,4429,L51608,302.4,310.1,1906,21.2,110,No Failure
4429,4430,M19289,302.3,310.1,1731,33.4,112,No Failure
4430,4431,H33844,302.3,310.1,1688,30.4,115,No Failure
4431,4432,H33845,302.3,310.2,1443,54.6,120,No Failure
4432,4433,L51612,302.4,310.2,1445,46.4,125,No Failure
4433,4434,H33847,302.4,310.2,1435,44.9,127,No Failure
4434,4435,L51614,302.4,310.1,1556,32.9,132,No Failure
4435,4436,L51615,302.3,310.1,1321,52.7,134,Heat Dissipation Failure
4436,4437,M19296,302.4,310.1,1577,35.8,136,No Failure
4437,4438,L51617,302.4,310.2,1578,31.2,139,No Failure
4438,4439,L51618,302.4,310.1,1418,52.3,141,No Failure
4439,4440,M19299,302.4,310.2,1392,55.8,143,No Failure
4440,4441,L51620,302.5,310.3,1446,44.0,146,No Failure
4441,4442,L51621,302.5,310.2,1329,50.6,148,Heat Dissipation Failure
4442,4443,L51622,302.5,310.2,1563,34.8,150,No Failure
4443,4444,L51623,302.5,310.3,1405,57.4,152,No Failure
4444,4445,L51624,302.4,310.2,2224,16.0,154,No Failure
4445,4446,L51625,302.5,310.2,1716,29.9,156,No Failure
4446,4447,L51626,302.5,310.3,1584,35.5,158,No Failure
4447,4448,M19307,302.5,310.3,1488,41.8,160,No Failure
4448,4449,L51628,302.4,310.3,1374,51.2,163,Heat Dissipation Failure
4449,4450,M19309,302.4,310.3,1378,54.3,165,Heat Dissipation Failure
4450,4451,L51630,302.5,310.3,1551,37.3,168,No Failure
4451,4452,L51631,302.5,310.3,1549,40.9,170,No Failure
4452,4453,M19312,302.5,310.3,1447,39.2,172,No Failure
4453,4454,L51633,302.4,310.2,1400,53.7,175,No Failure
4454,4455,L51634,302.4,310.1,1401,48.8,177,No Failure
4455,4456,H33869,302.4,310.1,1597,28.9,179,No Failure
4456,4457,L51636,302.3,310.1,1487,46.0,184,No Failure
4457,4458,M19317,302.5,310.3,1710,27.3,186,No Failure
4458,4459,L51638,302.6,310.4,1478,47.7,189,No Failure
4459,4460,L51639,302.6,310.4,1743,26.3,191,No Failure
4460,4461,L51640,302.6,310.5,1596,32.8,193,No Failure
4461,4462,L51641,302.7,310.5,1642,30.8,195,No Failure
4462,4463,L51642,302.7,310.5,1263,67.8,197,Heat Dissipation Failure
4463,4464,L51643,302.8,310.6,2016,19.9,199,No Failure
4464,4465,L51644,302.8,310.6,1671,30.5,201,No Failure
4465,4466,L51645,302.8,310.6,1404,43.2,203,No Failure
4466,4467,L51646,302.8,310.6,1470,41.1,205,No Failure
4467,4468,L51647,302.8,310.6,1617,37.9,207,No Failure
4468,4469,L51648,302.7,310.5,1725,29.0,209,No Failure
4469,4470,L51649,302.7,310.5,1446,40.9,211,Tool Wear Failure
4470,4471,L51650,302.7,310.6,1564,34.3,0,No Failure
4471,4472,L51651,302.8,310.6,1670,29.1,2,No Failure
4472,4473,L51652,302.7,310.6,1501,48.7,4,No Failure
4473,4474,L51653,302.7,310.5,1551,35.9,6,No Failure
4474,4475,L51654,302.7,310.5,1563,35.0,8,No Failure
4475,4476,L51655,302.7,310.5,1351,41.8,10,Heat Dissipation Failure
4476,4477,L51656,302.6,310.4,1415,52.1,12,No Failure
4477,4478,L51657,302.6,310.3,1647,34.2,14,No Failure
4478,4479,L51658,302.5,310.2,1477,41.6,16,No Failure
4479,4480,L51659,302.6,310.2,1923,21.5,18,No Failure
4480,4481,H33894,302.7,310.4,1305,55.2,20,Heat Dissipation Failure
4481,4482,M19341,302.6,310.4,1544,35.1,25,No Failure
4482,4483,H33896,302.7,310.5,1568,36.9,28,No Failure
4483,4484,L51663,302.7,310.4,1489,42.7,33,No Failure
4484,4485,M19344,302.6,310.4,1451,43.1,35,No Failure
4485,4486,L51665,302.7,310.4,1542,35.7,38,No Failure
4486,4487,M19346,302.6,310.5,1965,20.2,40,No Failure
4487,4488,L51667,302.5,310.5,1436,36.5,43,No Failure
4488,4489,M19348,302.5,310.4,1509,37.6,45,No Failure
4489,4490,L51669,302.5,310.4,1487,40.2,48,No Failure
4490,4491,L51670,302.5,310.4,1967,20.3,50,No Failure
4491,4492,H33905,302.6,310.4,1409,53.3,52,No Failure
4492,4493,M19352,302.6,310.5,1420,56.4,57,No Failure
4493,4494,L51673,302.7,310.5,1511,37.7,60,No Failure
4494,4495,H33908,302.6,310.4,1649,30.1,62,No Failure
4495,4496,L51675,302.6,310.4,1359,57.2,67,Heat Dissipation Failure
4496,4497,M19356,302.5,310.4,1605,36.0,69,No Failure
4497,4498,L51677,302.5,310.3,1523,36.0,72,No Failure
4498,4499,H33912,302.6,310.4,1614,36.0,74,No Failure
4499,4500,H33913,302.6,310.3,1721,27.4,79,No Failure
4500,4501,L51680,302.6,310.4,1638,36.2,84,No Failure
4501,4502,L51681,302.5,310.2,1307,54.0,86,Heat Dissipation Failure
4502,4503,L51682,302.4,310.2,1642,28.3,88,No Failure
4503,4504,M19363,302.5,310.2,1751,30.5,90,No Failure
4504,4505,L51684,302.4,310.1,1645,31.6,93,No Failure
4505,4506,L51685,302.4,310.1,1426,46.8,95,No Failure
4506,4507,M19366,302.4,310.1,1520,36.6,97,No Failure
4507,4508,L51687,302.4,310.1,1709,31.8,100,No Failure
4508,4509,L51688,302.4,310.0,1426,46.6,102,No Failure
4509,4510,L51689,302.4,310.1,1429,43.7,104,No Failure
4510,4511,L51690,302.4,310.2,1346,62.4,106,Heat Dissipation Failure
4511,4512,L51691,302.5,310.2,1454,43.0,108,No Failure
4512,4513,M19372,302.5,310.3,1411,49.5,110,No Failure
4513,4514,L51693,302.4,310.3,1900,24.4,113,No Failure
4514,4515,L51694,302.4,310.3,1479,36.2,115,No Failure
4515,4516,L51695,302.5,310.4,1415,48.2,117,No Failure
4516,4517,L51696,302.5,310.3,1539,39.0,119,No Failure
4517,4518,L51697,302.4,310.3,1520,31.6,121,No Failure
4518,4519,L51698,302.4,310.3,1480,45.8,123,No Failure
4519,4520,L51699,302.4,310.4,1666,29.7,125,No Failure
4520,4521,L51700,302.4,310.4,1456,47.6,127,No Failure
4521,4522,L51701,302.4,310.4,1865,23.9,129,No Failure
4522,4523,M19382,302.5,310.5,1918,21.6,131,No Failure
4523,4524,L51703,302.5,310.4,1488,48.4,134,No Failure
4524,4525,M19384,302.5,310.5,1527,38.8,136,No Failure
4525,4526,M19385,302.4,310.4,1463,42.2,139,No Failure
4526,4527,L51706,302.4,310.4,1521,38.5,142,No Failure
4527,4528,M19387,302.4,310.5,1372,45.7,144,Heat Dissipation Failure
4528,4529,L51708,302.5,310.5,1507,39.5,147,No Failure
4529,4530,M19389,302.4,310.4,1586,34.3,149,No Failure
4530,4531,L51710,302.5,310.4,1487,42.0,152,No Failure
4531,4532,L51711,302.5,310.5,1520,41.2,154,No Failure
4532,4533,H33946,302.5,310.4,1422,41.9,156,No Failure
4533,4534,M19393,302.4,310.3,1375,52.5,161,Heat Dissipation Failure
4534,4535,L51714,302.4,310.2,1633,28.0,164,No Failure
4535,4536,L51715,302.4,310.2,1503,36.2,166,No Failure
4536,4537,L51716,302.4,310.2,1351,45.1,168,Heat Dissipation Failure
4537,4538,L51717,302.3,310.2,1548,35.3,170,No Failure
4538,4539,L51718,302.4,310.3,1923,23.3,172,No Failure
4539,4540,L51719,302.5,310.3,1592,32.6,174,No Failure
4540,4541,M19400,302.5,310.4,1580,35.6,176,No Failure
4541,4542,L51721,302.5,310.4,1427,46.8,179,No Failure
4542,4543,M19402,302.5,310.4,1581,32.7,181,No Failure
4543,4544,M19403,302.6,310.5,1542,39.9,184,No Failure
4544,4545,L51724,302.5,310.4,1349,55.1,187,Heat Dissipation Failure
4545,4546,L51725,302.5,310.5,1463,43.0,189,No Failure
4546,4547,M19406,302.5,310.4,1429,43.2,191,No Failure
4547,4548,M19407,302.5,310.4,1451,53.6,194,No Failure
4548,4549,L51728,302.6,310.5,1511,37.2,197,No Failure
4549,4550,L51729,302.6,310.6,1549,37.5,199,No Failure
4550,4551,M19410,302.5,310.5,1507,40.2,201,No Failure
4551,4552,M19411,302.6,310.5,1524,33.7,204,No Failure
4552,4553,M19412,302.7,310.5,1880,22.7,207,No Failure
4553,4554,L51733,302.6,310.5,1461,45.4,0,No Failure
4554,4555,L51734,302.6,310.5,1748,28.2,2,No Failure
4555,4556,L51735,302.7,310.6,1690,26.7,4,No Failure
4556,4557,M19416,302.7,310.6,1349,51.2,6,Heat Dissipation Failure
4557,4558,L51737,302.7,310.6,1686,26.3,9,No Failure
4558,4559,L51738,302.7,310.7,1369,47.5,11,Heat Dissipation Failure
4559,4560,L51739,302.7,310.7,1433,43.7,13,No Failure
4560,4561,L51740,302.7,310.7,1597,41.9,15,No Failure
4561,4562,L51741,302.9,310.8,1610,32.2,17,No Failure
4562,4563,L51742,302.7,310.7,1398,57.7,19,No Failure
4563,4564,L51743,302.7,310.7,1977,20.0,21,No Failure
4564,4565,L51744,302.8,310.8,1516,39.5,23,No Failure
4565,4566,H33979,302.7,310.8,1275,55.0,25,Heat Dissipation Failure
4566,4567,L51746,302.8,310.8,1402,50.5,30,No Failure
4567,4568,M19427,302.8,310.8,1451,44.7,32,No Failure
4568,4569,M19428,302.7,310.8,1555,36.1,35,No Failure
4569,4570,L51749,302.8,310.9,1636,35.0,38,No Failure
4570,4571,L51750,302.8,310.9,1312,52.2,40,Heat Dissipation Failure
4571,4572,L51751,302.8,310.9,1708,29.8,42,No Failure
4572,4573,M19432,302.9,311.0,1556,36.5,44,No Failure
4573,4574,H33987,302.8,311.0,1436,43.5,47,No Failure
4574,4575,M19434,302.9,311.0,1402,40.7,52,No Failure
4575,4576,M19435,302.9,311.0,1437,49.9,55,No Failure
4576,4577,M19436,302.9,311.1,1926,21.8,58,No Failure
4577,4578,L51757,303.0,311.2,1800,23.7,61,No Failure
4578,4579,L51758,303.0,311.2,1641,32.6,63,No Failure
4579,4580,L51759,303.0,311.2,1374,48.2,65,Heat Dissipation Failure
4580,4581,L51760,303.0,311.2,1494,37.0,67,No Failure
4581,4582,L51761,303.0,311.2,1601,32.9,69,No Failure
4582,4583,L51762,302.9,311.2,1634,36.9,71,No Failure
4583,4584,M19443,302.9,311.2,1467,37.7,73,No Failure
4584,4585,L51764,302.8,311.1,1550,32.3,76,No Failure
4585,4586,L51765,302.8,311.1,1563,32.2,78,No Failure
4586,4587,L51766,302.7,310.9,1395,48.3,80,No Failure
4587,4588,M19447,302.8,311.0,1507,33.4,82,No Failure
4588,4589,L51768,302.8,311.0,1564,38.5,85,No Failure
4589,4590,L51769,302.8,311.1,1721,30.0,87,No Failure
4590,4591,L51770,302.8,311.1,1456,36.1,89,No Failure
4591,4592,H34005,302.9,311.2,2102,17.8,91,No Failure
4592,4593,L51772,302.9,311.1,1555,33.9,96,No Failure
4593,4594,L51773,303.0,311.2,1409,41.9,98,No Failure
4594,4595,M19454,303.0,311.2,1387,41.4,100,No Failure
4595,4596,M19455,303.0,311.2,1460,43.9,103,No Failure
4596,4597,L51776,303.0,311.2,1361,47.6,106,Heat Dissipation Failure
4597,4598,M19457,303.0,311.1,1490,43.0,108,No Failure
4598,4599,L51778,303.1,311.2,1399,49.2,111,No Failure
4599,4600,L51779,303.1,311.1,1420,55.8,113,No Failure
4600,4601,L51780,303.0,311.0,1359,44.2,115,Heat Dissipation Failure
4601,4602,M19461,303.0,311.1,1372,54.3,117,Heat Dissipation Failure
4602,4603,M19462,303.0,311.0,1409,41.7,120,No Failure
4603,4604,H34017,302.9,311.0,1452,58.3,123,No Failure
4604,4605,L51784,302.9,311.0,1820,24.6,128,No Failure
4605,4606,H34019,302.9,311.0,1469,48.7,130,No Failure
4606,4607,L51786,302.9,311.1,1556,45.3,135,No Failure
4607,4608,L51787,303.0,311.1,1980,20.2,137,No Failure
4608,4609,M19468,303.0,311.2,1519,38.0,139,No Failure
4609,4610,L51789,303.0,311.2,1456,44.0,142,No Failure
4610,4611,L51790,303.1,311.2,1394,45.3,144,No Failure
4611,4612,L51791,303.0,311.3,1365,56.2,146,Heat Dissipation Failure
4612,4613,L51792,303.0,311.3,2194,16.5,148,No Failure
4613,4614,L51793,303.1,311.3,1403,55.6,150,No Failure
4614,4615,H34028,303.0,311.2,1503,37.0,152,No Failure
4615,4616,L51795,303.0,311.3,1793,29.3,157,No Failure
4616,4617,L51796,303.1,311.4,1829,24.5,159,No Failure
4617,4618,M19477,303.1,311.4,1831,23.3,161,No Failure
4618,4619,M19478,303.0,311.3,1335,53.6,164,Heat Dissipation Failure
4619,4620,H34033,303.1,311.3,2056,19.7,167,No Failure
4620,4621,L51800,303.1,311.3,1336,52.6,172,Heat Dissipation Failure
4621,4622,L51801,303.0,311.2,1341,51.0,174,Heat Dissipation Failure
4622,4623,M19482,303.0,311.1,1526,37.3,176,No Failure
4623,4624,L51803,303.0,311.1,1525,40.7,179,No Failure
4624,4625,M19484,303.0,311.1,1428,39.8,181,No Failure
4625,4626,L51805,303.0,311.2,1511,45.7,184,No Failure
4626,4627,L51806,303.0,311.2,1664,29.8,186,No Failure
4627,4628,M19487,303.0,311.2,1592,38.9,188,No Failure
4628,4629,M19488,303.0,311.1,1597,36.7,191,No Failure
4629,4630,L51809,303.0,311.2,1735,26.1,194,No Failure
4630,4631,L51810,302.9,311.2,1751,23.8,196,No Failure
4631,4632,L51811,303.0,311.2,1383,44.6,198,No Failure
4632,4633,M19492,302.9,311.2,1330,53.7,200,Heat Dissipation Failure
4633,4634,L51813,303.0,311.2,1382,50.5,203,No Failure
4634,4635,L51814,303.0,311.2,1755,30.4,205,No Failure
4635,4636,M19495,303.0,311.2,1614,35.7,207,No Failure
4636,4637,L51816,303.0,311.3,1466,43.0,210,No Failure
4637,4638,M19497,303.1,311.3,1847,24.7,212,No Failure
4638,4639,L51818,303.1,311.3,1474,34.8,215,No Failure
4639,4640,L51819,303.1,311.3,1657,31.8,217,No Failure
4640,4641,L51820,303.1,311.2,1435,40.1,219,No Failure
4641,4642,H34055,303.1,311.3,1494,42.7,221,No Failure
4642,4643,L51822,303.2,311.4,1238,54.6,226,Heat Dissipation Failure
4643,4644,L51823,303.2,311.4,1324,54.2,228,Heat Dissipation Failure
4644,4645,L51824,303.2,311.4,1514,41.2,230,No Failure
4645,4646,L51825,303.3,311.4,1732,25.6,232,No Failure
4646,4647,L51826,303.3,311.4,1497,46.0,234,Tool Wear Failure
4647,4648,L51827,303.3,311.4,1958,21.5,0,No Failure
4648,4649,L51828,303.3,311.4,1630,32.5,2,No Failure
4649,4650,M19509,303.3,311.4,1395,59.1,4,No Failure
4650,4651,L51830,303.3,311.4,1658,30.5,7,No Failure
4651,4652,L51831,303.2,311.4,1349,51.1,9,Heat Dissipation Failure
4652,4653,L51832,303.1,311.2,1452,52.9,11,No Failure
4653,4654,M19513,303.1,311.1,1594,35.5,13,No Failure
4654,4655,M19514,303.1,311.0,1510,47.6,16,No Failure
4655,4656,L51835,303.1,311.1,1854,22.6,19,No Failure
4656,4657,L51836,303.1,311.2,1626,32.3,21,No Failure
4657,4658,L51837,303.1,311.2,1628,35.2,23,No Failure
4658,4659,L51838,303.1,311.2,1679,34.8,25,No Failure
4659,4660,M19519,303.1,311.2,1489,44.5,27,No Failure
4660,4661,L51840,303.2,311.2,1439,43.9,30,No Failure
4661,4662,L51841,303.3,311.3,1350,48.1,32,Heat Dissipation Failure
4662,4663,H34076,303.3,311.2,1607,31.7,34,No Failure
4663,4664,L51843,303.3,311.3,1389,53.9,39,No Failure
4664,4665,M19524,303.3,311.3,1566,46.1,41,No Failure
4665,4666,M19525,303.4,311.4,1307,54.0,44,Heat Dissipation Failure
4666,4667,M19526,303.3,311.5,1569,36.6,47,No Failure
4667,4668,H34081,303.3,311.4,1651,30.6,50,No Failure
4668,4669,H34082,303.3,311.4,1692,27.9,55,No Failure
4669,4670,M19529,303.3,311.5,1373,47.3,60,Heat Dissipation Failure
4670,4671,L51850,303.2,311.4,1610,35.5,63,No Failure
4671,4672,L51851,303.3,311.4,1511,43.4,65,No Failure
4672,4673,L51852,303.3,311.5,1412,55.6,67,No Failure
4673,4674,L51853,303.4,311.5,1501,36.2,69,No Failure
4674,4675,L51854,303.4,311.5,1414,44.8,71,No Failure
4675,4676,H34089,303.5,311.5,1629,33.5,73,No Failure
4676,4677,L51856,303.4,311.5,1879,21.3,78,No Failure
4677,4678,H34091,303.5,311.6,1466,47.0,80,No Failure
4678,4679,H34092,303.6,311.7,1476,40.1,85,No Failure
4679,4680,L51859,303.6,311.8,1695,30.7,90,No Failure
4680,4681,L51860,303.6,311.7,1491,39.8,92,No Failure
4681,4682,M19541,303.6,311.8,1659,34.7,94,No Failure
4682,4683,L51862,303.6,311.8,1567,31.7,97,No Failure
4683,4684,L51863,303.6,311.8,1736,32.9,99,No Failure
4684,4685,M19544,303.6,311.8,1421,44.8,101,No Failure
4685,4686,M19545,303.6,311.8,1627,30.8,104,No Failure
4686,4687,M19546,303.5,311.6,1562,34.2,107,No Failure
4687,4688,L51867,303.5,311.6,2183,17.0,110,No Failure
4688,4689,L51868,303.5,311.6,1577,38.1,112,No Failure
4689,4690,M19549,303.4,311.5,1560,36.4,114,No Failure
4690,4691,M19550,303.4,311.5,1483,43.0,117,No Failure
4691,4692,L51871,303.5,311.5,1535,33.3,120,No Failure
4692,4693,M19552,303.4,311.4,1606,29.6,122,No Failure
4693,4694,M19553,303.4,311.5,1817,24.7,125,No Failure
4694,4695,L51874,303.4,311.5,1424,50.8,128,No Failure
4695,4696,L51875,303.3,311.6,1514,34.7,130,No Failure
4696,4697,L51876,303.4,311.6,1449,41.7,132,No Failure
4697,4698,M19557,303.5,311.6,1573,34.0,134,No Failure
4698,4699,L51878,303.4,311.6,1564,41.9,137,No Failure
4699,4700,L51879,303.5,311.6,1428,46.2,139,No Failure
4700,4701,L51880,303.5,311.7,1620,31.0,141,No Failure
4701,4702,H34115,303.5,311.7,1584,32.7,143,No Failure
4702,4703,L51882,303.6,311.8,1222,66.8,148,Heat Dissipation Failure
4703,4704,M19563,303.6,311.8,1432,42.5,150,No Failure
4704,4705,L51884,303.7,311.9,1561,33.3,153,No Failure
4705,4706,L51885,303.6,311.8,1614,33.2,155,No Failure
4706,4707,L51886,303.5,311.7,1959,22.3,157,No Failure
4707,4708,L51887,303.5,311.8,1944,23.5,159,No Failure
4708,4709,L51888,303.4,311.7,1793,25.8,161,No Failure
4709,4710,M19569,303.4,311.6,1446,50.0,163,No Failure
4710,4711,L51890,303.4,311.7,1673,32.2,166,No Failure
4711,4712,M19571,303.4,311.7,1515,44.2,168,No Failure
4712,4713,L51892,303.4,311.8,1564,35.9,171,No Failure
4713,4714,L51893,303.5,311.8,1451,45.2,173,No Failure
4714,4715,H34128,303.4,311.8,1693,28.3,175,No Failure
4715,4716,L51895,303.4,311.7,1476,42.3,180,No Failure
4716,4717,L51896,303.4,311.6,1712,30.1,182,No Failure
4717,4718,M19577,303.4,311.6,1425,45.4,184,No Failure
4718,4719,L51898,303.3,311.6,1337,56.8,187,Heat Dissipation Failure
4719,4720,M19579,303.4,311.7,1690,34.9,189,No Failure
4720,4721,M19580,303.4,311.7,1353,44.1,192,Heat Dissipation Failure
4721,4722,L51901,303.5,311.8,1927,21.9,195,No Failure
4722,4723,M19582,303.4,311.8,1391,42.7,197,No Failure
4723,4724,L51903,303.4,311.8,1366,50.9,200,Heat Dissipation Failure
4724,4725,L51904,303.4,311.9,1771,31.6,202,No Failure
4725,4726,M19585,303.4,311.8,1515,42.6,204,No Failure
4726,4727,M19586,303.4,311.8,2133,18.3,207,No Failure
4727,4728,M19587,303.4,311.8,1341,47.0,210,Heat Dissipation Failure
4728,4729,L51908,303.4,311.7,1406,47.1,213,No Failure
4729,4730,L51909,303.4,311.8,1306,61.0,215,Heat Dissipation Failure
4730,4731,L51910,303.3,311.7,1508,35.5,217,No Failure
4731,4732,L51911,303.3,311.6,1301,45.1,219,Heat Dissipation Failure
4732,4733,L51912,303.3,311.7,1539,38.5,221,No Failure
4733,4734,L51913,303.3,311.6,1484,44.6,223,No Failure
4734,4735,L51914,303.2,311.5,1507,39.2,225,No Failure
4735,4736,L51915,303.2,311.5,1544,42.5,227,No Failure
4736,4737,L51916,303.2,311.5,1513,37.9,0,No Failure
4737,4738,M19597,303.2,311.5,1336,58.2,2,Heat Dissipation Failure
4738,4739,M19598,303.2,311.4,2102,19.0,5,No Failure
4739,4740,L51919,303.2,311.4,1351,53.8,8,Heat Dissipation Failure
4740,4741,L51920,303.3,311.5,1601,35.2,10,No Failure
4741,4742,L51921,303.2,311.3,1393,52.9,12,No Failure
4742,4743,L51922,303.3,311.3,1592,33.7,14,No Failure
4743,4744,L51923,303.3,311.3,1409,51.8,16,No Failure
4744,4745,L51924,303.3,311.3,1393,47.4,18,No Failure
4745,4746,H34159,303.2,311.2,1475,43.1,20,No Failure
4746,4747,L51926,303.2,311.2,1427,45.6,25,No Failure
4747,4748,L51927,303.3,311.2,1763,27.3,27,No Failure
4748,4749,L51928,303.2,311.2,1363,46.7,29,Heat Dissipation Failure
4749,4750,L51929,303.2,311.2,1404,50.9,31,No Failure
4750,4751,M19610,303.2,311.2,1688,31.9,33,No Failure
4751,4752,L51931,303.3,311.4,1510,37.3,36,No Failure
4752,4753,H34166,303.3,311.3,1502,39.5,38,No Failure
4753,4754,H34167,303.2,311.4,1607,36.6,43,No Failure
4754,4755,M19614,303.3,311.5,1384,54.8,48,No Failure
